№;;Станция;;;;;;;;;;Регион;;;;;;;;;;j;;y;;;№;;Станция;;;;;;;;;;Регион;;;;;;;;;;j;;y;
1;;Гасан-Кули;;;;;;;;;;Туркмения;;;;;;;;;;37,1;;54;;;1;;Гасан-Кули;;;;;;;;;;Туркмения;;;;;;;;;;37,1;;54;
Мес.;Часовой интервал (истинное солнечное время);;;;;;;;;;;;;;;;;;;;;;;;S;;Мес.;Часовой интервал (истинное солнечное время);;;;;;;;;;;;;;;;;;;;;;;;S
;0-1;1-2;2-3;3-4;4-5;5-6;6-7;7-8;8-9;9-10;10-11;11-12;12-13;13-14;14-15;15-16;16-17;17-18;18-19;19-20;20-21;21-22;22-23;23-24;;;;0-1;1-2;2-3;3-4;4-5;5-6;6-7;7-8;8-9;9-10;10-11;11-12;12-13;13-14;14-15;15-16;16-17;17-18;18-19;19-20;20-21;21-22;22-23;23-24;
X;0;0;0;0;0;0;0,008333333;0,072222222;0,247222222;0,475;0,602777778;0,638888889;0,638888889;0,602777778;0,475;0,277777778;0,091666667;0,008333333;0;0;0;0;0;0;4,138888889;;X;0;0;0;0;0;0;0,005555556;0,05;0,155555556;0,311111111;0,375;0,391666667;0,391666667;0,361111111;0,277777778;0,163888889;0,072222222;0,005555556;0;0;0;0;0;0;2,561111111
XI;0;0;0;0;0;0;0;0,036111111;0,169444444;0,341666667;0,461111111;0,497222222;0,497222222;0,461111111;0,355555556;0,191666667;0,041666667;0;0;0;0;0;0;0;3,052777778;;XI;0;0;0;0;0;0;0;0,027777778;0,105555556;0,183333333;0,241666667;0,255555556;0,255555556;0,233333333;0,183333333;0,086111111;0,013888889;0;0;0;0;0;0;0;1,586111111
XII;0;0;0;0;0;0;0;0,016666667;0,105555556;0,247222222;0,355555556;0,397222222;0,397222222;0,355555556;0,247222222;0,105555556;0,025;0;0;0;0;0;0;0;2,252777778;;XII;0;0;0;0;0;0;0;0,011111111;0,036111111;0,086111111;0,136111111;0,15;0,15;0,127777778;0,091666667;0,041666667;0,011111111;0;0;0;0;0;0;0;0,841666667
S;0;0;0;0;0,013888889;0,313888889;1,125;2,483333333;4,547222222;6,944444444;8,261111111;8,8;8,8;8,25;6,877777778;4,428333333;2,266666667;0,880555556;0,141666667;0,008333333;0;0;0;0;64,14222222;;S;0;0;0;0;0,005555556;0,136111111;0,575;1,411111111;2,725;4,163888889;4,913888889;5,186111111;5,186111111;4,825;4,008333333;2,544444444;1,302777778;0,508333333;0,097222222;0,002777778;0;0;0;0;37,59166667
№;;Станция;;;;;;;;;;Регион;;;;;;;;;;j;;y;;;№;;Станция;;;;;;;;;;Регион;;;;;;;;;;j;;y;
5;;Душанбе,АС;;;;;;;;;;Районы республиканского подчинения;;;;;;;;;;38,5;;68,8;;;5;;Душанбе,АС;;;;;;;;;;Районы республиканского подчинения;;;;;;;;;;38,5;;68,8;
Мес.;Часовой интервал (истинное солнечное время);;;;;;;;;;;;;;;;;;;;;;;;S;;Мес.;Часовой интервал (истинное солнечное время);;;;;;;;;;;;;;;;;;;;;;;;S
;0-1;1-2;2-3;3-4;4-5;5-6;6-7;7-8;8-9;9-10;10-11;11-12;12-13;13-14;14-15;15-16;16-17;17-18;18-19;19-20;20-21;21-22;22-23;23-24;;;;0-1;1-2;2-3;3-4;4-5;5-6;6-7;7-8;8-9;9-10;10-11;11-12;12-13;13-14;14-15;15-16;16-17;17-18;18-19;19-20;20-21;21-22;22-23;23-24;
I;0;0;0;0;0;0;0;0,038888889;0,113888889;0,205555556;0,291666667;0,341666667;0,341666667;0,291666667;0,213888889;0,113888889;0,033333333;0;0;0;0;0;0;0;1,986111111;;I;0;0;0;0;0;0;0;0,005555556;0,036111111;0,077777778;0,136111111;0,169444444;0,169444444;0,141666667;0,105555556;0,041666667;0,005555556;0;0;0;0;0;0;0;0,888888889
II;0;0;0;0;0;0;0,005555556;0,055555556;0,155555556;0,277777778;0,383333333;0,433333333;0,433333333;0,383333333;0,291666667;0,183333333;0,072222222;0,005555556;0;0;0;0;0;0;2,680555556;;II;0;0;0;0;0;0;0,002777778;0,022222222;0,055555556;0,113888889;0,177777778;0,219444444;0,219444444;0,183333333;0,136111111;0,086111111;0,036111111;0,002777778;0;0;0;0;0;0;1,255555556
III;0;0;0;0;0;0;0,033333333;0,119444444;0,247222222;0,369444444;0,475;0,525;0,525;0,475;0,383333333;0,269444444;0,127777778;0,033333333;0;0;0;0;0;0;3,583333333;;III;0;0;0;0;0;0;0,005555556;0,041666667;0,1;0,177777778;0,247222222;0,291666667;0,291666667;0,247222222;0,183333333;0,127777778;0,072222222;0,013888889;0;0;0;0;0;0;1,8
IV;0;0;0;0;0;0,013888889;0,086111111;0,213888889;0,355555556;0,497222222;0,597222222;0,630555556;0,630555556;0,583333333;0,497222222;0,375;0,241666667;0,1;0,016666667;0;0;0;0;0;4,838888889;;IV;0;0;0;0;0;0,002777778;0,027777778;0,091666667;0,169444444;0,269444444;0,341666667;0,369444444;0,369444444;0,341666667;0,283333333;0,191666667;0,1;0,036111111;0,002777778;0;0;0;0;0;2,597222222
V;0;0;0;0;0;0,05;0,163888889;0,333333333;0,488888889;0,625;0,738888889;0,780555556;0,780555556;0,725;0,622222222;0,475;0,297222222;0,15;0,041666667;0;0;0;0;0;6,272222222;;V;0;0;0;0;0;0,013888889;0,077777778;0,2;0,311111111;0,419444444;0,497222222;0,533333333;0,533333333;0,497222222;0,425;0,305555556;0,15;0,055555556;0,013888889;0;0;0;0;0;4,033333333
VI;0;0;0;0;0,008333333;0,091666667;0,233333333;0,405555556;0,583333333;0,738888889;0,85;0,922222222;0,922222222;0,85;0,730555556;0,566666667;0,383333333;0,233333333;0,072222222;0,005555556;0;0;0;0;7,597222222;;VI;0;0;0;0;0,002777778;0,036111111;0,113888889;0,263888889;0,388888889;0,525;0,625;0,688888889;0,688888889;0,625;0,519444444;0,375;0,233333333;0,105555556;0,013888889;0;0;0;0;0;5,205555556
VII;0;0;0;0;0,005555556;0,072222222;0,191666667;0,383333333;0,575;0,738888889;0,886111111;0,944444444;0,944444444;0,886111111;0,725;0,583333333;0,355555556;0,177777778;0,055555556;0,005555556;0;0;0;0;7,530555556;;VII;0;0;0;0;0;0,022222222;0,091666667;0,213888889;0,369444444;0,519444444;0,647222222;0,702777778;0,702777778;0,647222222;0,533333333;0,397222222;0,227777778;0,119444444;0,022222222;0;0;0;0;0;5,216666667
VIII;0;0;0;0;0;0,036111111;0,15;0,319444444;0,511111111;0,688888889;0,797222222;0,888888889;0,888888889;0,797222222;0,688888889;0,538888889;0,327777778;0,155555556;0,036111111;0;0;0;0;0;6,825;;VIII;0;0;0;0;0;0,011111111;0,055555556;0,169444444;0,319444444;0,469444444;0,577777778;0,666666667;0,666666667;0,586111111;0,483333333;0,358333333;0,2;0,086111111;0,016666667;0;0;0;0;0;4,666666667
IX;0;0;0;0;0;0,002777778;0,063888889;0,213888889;0,391666667;0,572222222;0,725;0,802777778;0,802777778;0,725;0,588888889;0,447222222;0,277777778;0,086111111;0,002777778;0;0;0;0;0;5,702777778;;IX;0;0;0;0;0;0;0,013888889;0,105555556;0,227777778;0,383333333;0,525;0,597222222;0,597222222;0,525;0,405555556;0,283333333;0,141666667;0,036111111;0;0;0;0;0;0;3,841666667
X;0;0;0;0;0;0;0,013888889;0,1;0,241666667;0,383333333;0,516666667;0,588888889;0,588888889;0,516666667;0,397222222;0,269444444;0,119444444;0,019444444;0;0;0;0;0;0;3,755555556;;X;0;0;0;0;0;0;0,005555556;0,05;0,127777778;0,219444444;0,341666667;0,405555556;0,405555556;0,341666667;0,247222222;0,15;0,055555556;0,008333333;0;0;0;0;0;0;2,358333333
XI;0;0;0;0;0;0;0;0,036111111;0,127777778;0,247222222;0,369444444;0,430555556;0,430555556;0,369444444;0,269444444;0,15;0,022222222;0;0;0;0;0;0;0;2,452777778;;XI;0;0;0;0;0;0;0;0,013888889;0,055555556;0,136111111;0,213888889;0,263888889;0,263888889;0,219444444;0,155555556;0,077777778;0,013888889;0;0;0;0;0;0;0;1,413888889
XII;0;0;0;0;0;0;0;0,016666667;0,086111111;0,177777778;0,277777778;0,319444444;0,319444444;0,277777778;0,183333333;0,091666667;0,016666667;0;0;0;0;0;0;0;1,766666667;;XII;0;0;0;0;0;0;0;0,005555556;0,027777778;0,072222222;0,127777778;0,155555556;0,155555556;0,119444444;0,077777778;0,036111111;0,005555556;0;0;0;0;0;0;0;0,783333333
S;0;0;0;0;0,013888889;0,266666667;0,941666667;2,236111111;3,877777778;5,522222222;6,908333333;7,608333333;7,608333333;6,880555556;5,591666667;4,063888889;2,275;0,961111111;0,225;0,011111111;0;0;0;0;54,99166667;;S;0;0;0;0;0,002777778;0,086111111;0,394444444;1,183333333;2,188888889;3,383333333;4,458333333;5,063888889;5,063888889;4,475;3,555555556;2,430555556;1,241666667;0,463888889;0,069444444;0;0;0;0;0;34,06111111
№;;Станция;;;;;;;;;;Регион;;;;;;;;;;j;;y;;;№;;Станция;;;;;;;;;;Регион;;;;;;;;;;j;;y;
6;;Бекибент;;;;;;;;;;Красноводская область;;;;;;;;;;38,7;;56;;;6;;Бекибент;;;;;;;;;;Красноводская область;;;;;;;;;;38,7;;56;
Мес.;Часовой интервал (истинное солнечное время);;;;;;;;;;;;;;;;;;;;;;;;S;;Мес.;Часовой интервал (истинное солнечное время);;;;;;;;;;;;;;;;;;;;;;;;S
;0-1;1-2;2-3;3-4;4-5;5-6;6-7;7-8;8-9;9-10;10-11;11-12;12-13;13-14;14-15;15-16;16-17;17-18;18-19;19-20;20-21;21-22;22-23;23-24;;;;0-1;1-2;2-3;3-4;4-5;5-6;6-7;7-8;8-9;9-10;10-11;11-12;12-13;13-14;14-15;15-16;16-17;17-18;18-19;19-20;20-21;21-22;22-23;23-24;
I;0;0;0;0;0;0;0;0,036111111;0,15;0,263888889;0,361111111;0,397222222;0,397222222;0,361111111;0,263888889;0,15;0,036111111;0;0;0;0;0;0;0;2,416666667;;I;0;0;0;0;0;0;0;0,011111111;0,072222222;0,15;0,213888889;0,233333333;0,233333333;0,213888889;0,15;0,072222222;0,011111111;0;0;0;0;0;0;0;1,361111111
II;0;0;0;0;0;0;0,008333333;0,1;0,227777778;0,355555556;0,455555556;0,511111111;0,511111111;0,455555556;0,355555556;0,227777778;0,1;0,008333333;0;0;0;0;0;0;3,316666667;;II;0;0;0;0;0;0;0,002777778;0,044444444;0,122222222;0,205555556;0,269444444;0,311111111;0,311111111;0,269444444;0,205555556;0,122222222;0,044444444;0,002777778;0;0;0;0;0;0;1,911111111
III;0;0;0;0;0;0;0,052777778;0,177777778;0,305555556;0,411111111;0,511111111;0,552777778;0,552777778;0,511111111;0,411111111;0,305555556;0,177777778;0,052777778;0;0;0;0;0;0;4,022222222;;III;0;0;0;0;0;0;0,019444444;0,086111111;0,155555556;0,233333333;0,3;0,319444444;0,319444444;0,3;0,233333333;0,155555556;0,086111111;0,019444444;0;0;0;0;0;0;2,227777778
IV;0;0;0;0;0;0,016666667;0,105555556;0,241666667;0,411111111;0,511111111;0,625;0,675;0,675;0,625;0,511111111;0,411111111;0,241666667;0,105555556;0,016666667;0;0;0;0;0;5,172222222;;IV;0;0;0;0;0;0,005555556;0,036111111;0,102777778;0,213888889;0,283333333;0,369444444;0,397222222;0,397222222;0,369444444;0,283333333;0,213888889;0,102777778;0,036111111;0,005555556;0;0;0;0;0;2,816666667
V;0;0;0;0;0;0,055555556;0,183333333;0,347222222;0,511111111;0,630555556;0,725;0,780555556;0,780555556;0,725;0,630555556;0,511111111;0,347222222;0,183333333;0,055555556;0;0;0;0;0;6,466666667;;V;0;0;0;0;0;0,013888889;0,086111111;0,191666667;0,311111111;0,405555556;0,483333333;0,516666667;0,516666667;0,483333333;0,405555556;0,311111111;0,191666667;0,086111111;0,013888889;0;0;0;0;0;4,016666667
VI;0;0;0;0;0,008333333;0,091666667;0,227777778;0,408333333;0,583333333;0,716666667;0,822222222;0,872222222;0,872222222;0,822222222;0,716666667;0,583333333;0,408333333;0,227777778;0,091666667;0,008333333;0;0;0;0;7,461111111;;VI;0;0;0;0;0,002777778;0,027777778;0,113888889;0,252777778;0,391666667;0,505555556;0,597222222;0,633333333;0,633333333;0,597222222;0,505555556;0,391666667;0,252777778;0,113888889;0,027777778;0,002777778;0;0;0;0;5,05
VII;0;0;0;0;0,005555556;0,066666667;0,191666667;0,355555556;0,519444444;0,675;0,794444444;0,852777778;0,852777778;0,816666667;0,716666667;0,561111111;0,375;0,219444444;0,069444444;0,005555556;0;0;0;0;7,077777778;;VII;0;0;0;0;0;0,016666667;0,086111111;0,2;0,319444444;0,455555556;0,555555556;0,605555556;0,605555556;0,577777778;0,497222222;0,361111111;0,219444444;0,113888889;0,019444444;0;0;0;0;0;4,633333333
VIII;0;0;0;0;0;0,033333333;0,155555556;0,319444444;0,497222222;0,661111111;0,780555556;0,830555556;0,830555556;0,794444444;0,688888889;0,519444444;0,341666667;0,169444444;0,036111111;0;0;0;0;0;6,658333333;;VIII;0;0;0;0;0;0,013888889;0,072222222;0,191666667;0,325;0,461111111;0,561111111;0,605555556;0,605555556;0,575;0,488888889;0,347222222;0,213888889;0,086111111;0,013888889;0;0;0;0;0;4,561111111
IX;0;0;0;0;0;0,002777778;0,086111111;0,236111111;0,433333333;0,583333333;0,694444444;0,752777778;0,752777778;0,694444444;0,583333333;0,433333333;0,236111111;0,086111111;0,002777778;0;0;0;0;0;5,577777778;;IX;0;0;0;0;0;0;0,027777778;0,122222222;0,283333333;0,405555556;0,502777778;0,555555556;0,555555556;0,502777778;0,405555556;0,283333333;0,122222222;0,027777778;0;0;0;0;0;0;3,794444444
X;0;0;0;0;0;0;0,019444444;0,138888889;0,297222222;0,433333333;0,561111111;0,602777778;0,602777778;0,561111111;0,433333333;0,297222222;0,138888889;0,019444444;0;0;0;0;0;0;4,105555556;;X;0;0;0;0;0;0;0,005555556;0,069444444;0,183333333;0,291666667;0,397222222;0,425;0,425;0,397222222;0,291666667;0,183333333;0,069444444;0,005555556;0;0;0;0;0;0;2,744444444
XI;0;0;0;0;0;0;0;0,055555556;0,183333333;0,297222222;0,405555556;0,455555556;0,455555556;0,405555556;0,297222222;0,183333333;0,055555556;0;0;0;0;0;0;0;2,794444444;;XI;0;0;0;0;0;0;0;0,019444444;0,1;0,177777778;0,263888889;0,305555556;0,305555556;0,263888889;0,177777778;0,1;0,019444444;0;0;0;0;0;0;0;1,733333333
XII;0;0;0;0;0;0;0;0,030555556;0,113888889;0,241666667;0,333333333;0,375;0,375;0,333333333;0,241666667;0,113888889;0,030555556;0;0;0;0;0;0;0;2,188888889;;XII;0;0;0;0;0;0;0;0,013888889;0,05;0,136111111;0,205555556;0,225;0,225;0,205555556;0,136111111;0,05;0,013888889;0;0;0;0;0;0;0;1,261111111
S;0;0;0;0;0,013888889;0,266666667;1,030555556;2,447222222;4,233333333;5,780555556;7,069444444;7,658333333;7,658333333;7,105555556;5,85;4,297222222;2,488888889;1,072222222;0,272222222;0,013888889;0;0;0;0;57,25833333;;S;0;0;0;0;0,002777778;0,077777778;0,45;1,305555556;2,527777778;3,711111111;4,719444444;5,133333333;5,133333333;4,755555556;3,780555556;2,591666667;1,347222222;0,491666667;0,080555556;0,002777778;0;0;0;0;36,11111111
№;;Станция;;;;;;;;;;Регион;;;;;;;;;;j;;y;;;№;;Станция;;;;;;;;;;Регион;;;;;;;;;;j;;y;
7;;Чарджоу;;;;;;;;;;Чарджоуская область;;;;;;;;;;39,1;;63,8;;;7;;Чарджоу;;;;;;;;;;Чарджоуская область;;;;;;;;;;39,1;;63,8;
Мес.;Часовой интервал (истинное солнечное время);;;;;;;;;;;;;;;;;;;;;;;;S;;Мес.;Часовой интервал (истинное солнечное время);;;;;;;;;;;;;;;;;;;;;;;;S
;0-1;1-2;2-3;3-4;4-5;5-6;6-7;7-8;8-9;9-10;10-11;11-12;12-13;13-14;14-15;15-16;16-17;17-18;18-19;19-20;20-21;21-22;22-23;23-24;;;;0-1;1-2;2-3;3-4;4-5;5-6;6-7;7-8;8-9;9-10;10-11;11-12;12-13;13-14;14-15;15-16;16-17;17-18;18-19;19-20;20-21;21-22;22-23;23-24;
I;0;0;0;0;0;0;0;0,030555556;0,127777778;0,241666667;0,333333333;0,383333333;0,383333333;0,333333333;0,241666667;0,127777778;0,030555556;0;0;0;0;0;0;0;2,233333333;;I;0;0;0;0;0;0;0;0,013888889;0,05;0,113888889;0,169444444;0,205555556;0,205555556;0,169444444;0,113888889;0,05;0,013888889;0;0;0;0;0;0;0;1,105555556
II;0;0;0;0;0;0;0,005555556;0,091666667;0,205555556;0,361111111;0,447222222;0,497222222;0,497222222;0,447222222;0,361111111;0,205555556;0,091666667;0,005555556;0;0;0;0;0;0;3,216666667;;II;0;0;0;0;0;0;0;0,036111111;0,1;0,191666667;0,255555556;0,283333333;0,283333333;0,255555556;0,191666667;0,1;0,036111111;0;0;0;0;0;0;0;1,733333333
III;0;0;0;0;0;0;0,033333333;0,147222222;0,311111111;0,461111111;0,561111111;0,611111111;0,611111111;0,561111111;0,461111111;0,311111111;0,147222222;0,033333333;0;0;0;0;0;0;4,25;;III;0;0;0;0;0;0;0,005555556;0,047222222;0,147222222;0,247222222;0,313888889;0,341666667;0,341666667;0,313888889;0,247222222;0,147222222;0,047222222;0,005555556;0;0;0;0;0;0;2,205555556
IV;0;0;0;0;0;0,013888889;0,113888889;0,255555556;0,425;0,580555556;0,688888889;0,730555556;0,730555556;0,688888889;0,580555556;0,425;0,255555556;0,113888889;0,013888889;0;0;0;0;0;5,616666667;;IV;0;0;0;0;0;0;0,041666667;0,113888889;0,219444444;0,338888889;0,411111111;0,438888889;0,438888889;0,411111111;0,338888889;0,219444444;0,113888889;0,041666667;0;0;0;0;0;0;3,127777778
V;0;0;0;0;0;0,063888889;0,2;0,397222222;0,575;0,725;0,830555556;0,894444444;0,894444444;0,830555556;0,725;0,561111111;0,338888889;0,172222222;0,063888889;0;0;0;0;0;7,272222222;;V;0;0;0;0;0;0,036111111;0,108333333;0,263888889;0,397222222;0,511111111;0,597222222;0,647222222;0,647222222;0,597222222;0,502777778;0,355555556;0,183333333;0,072222222;0,013888889;0;0;0;0;0;4,933333333
VI;0;0;0;0;0,008333333;0,1;0,277777778;0,455555556;0,65;0,816666667;0,916666667;0,958333333;0,958333333;0,916666667;0,816666667;0,65;0,455555556;0,277777778;0,1;0,008333333;0;0;0;0;8,366666667;;VI;0;0;0;0;0,002777778;0,044444444;0,177777778;0,313888889;0,486111111;0,633333333;0,716666667;0,752777778;0,752777778;0,716666667;0,633333333;0,486111111;0,313888889;0,177777778;0,044444444;0,002777778;0;0;0;0;6,255555556
VII;0;0;0;0;0,005555556;0,077777778;0,263888889;0,444444444;0,638888889;0,811111111;0,922222222;0,958333333;0,958333333;0,922222222;0,811111111;0,638888889;0,444444444;0,263888889;0,077777778;0,005555556;0;0;0;0;8,244444444;;VII;0;0;0;0;0,002777778;0,027777778;0,172222222;0,316666667;0,488888889;0,641666667;0,738888889;0,766666667;0,766666667;0,738888889;0,641666667;0,488888889;0,316666667;0,172222222;0,027777778;0,002777778;0;0;0;0;6,311111111
VIII;0;0;0;0;0;0,036111111;0,2;0,391666667;0,597222222;0,758333333;0,872222222;0,930555556;0,930555556;0,872222222;0,758333333;0,597222222;0,391666667;0,2;0,036111111;0;0;0;0;0;7,572222222;;VIII;0;0;0;0;0;0,011111111;0,122222222;0,277777778;0,447222222;0,602777778;0,708333333;0,761111111;0,761111111;0,708333333;0,602777778;0,447222222;0,277777778;0,122222222;0,011111111;0;0;0;0;0;5,861111111
IX;0;0;0;0;0;0,005555556;0,105555556;0,255555556;0,469444444;0,652777778;0,775;0,830555556;0,830555556;0,775;0,652777778;0,469444444;0,255555556;0,105555556;0,005555556;0;0;0;0;0;6,188888889;;IX;0;0;0;0;0;0,002777778;0,055555556;0,163888889;0,341666667;0,502777778;0,611111111;0,661111111;0,661111111;0,611111111;0,502777778;0,341666667;0,163888889;0,055555556;0,002777778;0;0;0;0;0;4,677777778
X;0;0;0;0;0;0;0,016666667;0,141666667;0,305555556;0,475;0,594444444;0,661111111;0,661111111;0,594444444;0,475;0,305555556;0,141666667;0,016666667;0;0;0;0;0;0;4,388888889;;X;0;0;0;0;0;0;0,002777778;0,069444444;0,191666667;0,341666667;0,444444444;0,491666667;0,491666667;0,444444444;0,341666667;0,191666667;0,069444444;0,002777778;0;0;0;0;0;0;3,083333333
XI;0;0;0;0;0;0;0;0,055555556;0,177777778;0,305555556;0,425;0,469444444;0,469444444;0,425;0,305555556;0,177777778;0,055555556;0;0;0;0;0;0;0;2,866666667;;XI;0;0;0;0;0;0;0;0,019444444;0,086111111;0,177777778;0,275;0,305555556;0,305555556;0,275;0,177777778;0,086111111;0,019444444;0;0;0;0;0;0;0;1,727777778
XII;0;0;0;0;0;0;0;0,022222222;0,105555556;0,2;0,291666667;0,333333333;0,333333333;0,291666667;0,2;0,105555556;0,022222222;0;0;0;0;0;0;0;1,905555556;;XII;0;0;0;0;0;0;0;0,008333333;0,041666667;0,094444444;0,158333333;0,177777778;0,177777778;0,158333333;0,094444444;0,041666667;0,008333333;0;0;0;0;0;0;0;0,961111111
S;0;0;0;0;0,013888889;0,297222222;1,216666667;2,688888889;4,588888889;6,388888889;7,658333333;8,258333333;8,258333333;7,658333333;6,388888889;4,575;2,630555556;1,188888889;0,297222222;0,013888889;0;0;0;0;62,12222222;;S;0;0;0;0;0,005555556;0,122222222;0,686111111;1,644444444;2,997222222;4,397222222;5,4;5,833333333;5,833333333;5,4;4,388888889;2,955555556;1,563888889;0,65;0,1;0,005555556;0;0;0;0;41,98333333
№;;Станция;;;;;;;;;;Регион;;;;;;;;;;j;;y;;;№;;Станция;;;;;;;;;;Регион;;;;;;;;;;j;;y;
8;;Нахичевань;;;;;;;;;;Дагестан;;;;;;;;;;39,2;;45,3;;;8;;Нахичевань;;;;;;;;;;Дагестан;;;;;;;;;;39,2;;45,3;
Мес.;Часовой интервал (истинное солнечное время);;;;;;;;;;;;;;;;;;;;;;;;S;;Мес.;Часовой интервал (истинное солнечное время);;;;;;;;;;;;;;;;;;;;;;;;S
;0-1;1-2;2-3;3-4;4-5;5-6;6-7;7-8;8-9;9-10;10-11;11-12;12-13;13-14;14-15;15-16;16-17;17-18;18-19;19-20;20-21;21-22;22-23;23-24;;;;0-1;1-2;2-3;3-4;4-5;5-6;6-7;7-8;8-9;9-10;10-11;11-12;12-13;13-14;14-15;15-16;16-17;17-18;18-19;19-20;20-21;21-22;22-23;23-24;
I;0;0;0;0;0;0;0;0,027777778;0,113888889;0,2;0,283333333;0,355555556;0,355555556;0,291666667;0,205555556;0,119444444;0,027777778;0;0;0;0;0;0;0;1,980555556;;I;0;0;0;0;0;0;0;0,002777778;0,027777778;0,066666667;0,113888889;0,155555556;0,155555556;0,127777778;0,077777778;0,033333333;0,005555556;0;0;0;0;0;0;0;0,766666667
II;0;0;0;0;0;0;0,008333333;0,077777778;0,188888889;0,305555556;0,405555556;0,461111111;0,461111111;0,405555556;0,319444444;0,213888889;0,091666667;0,008333333;0;0;0;0;0;0;2,947222222;;II;0;0;0;0;0;0;0;0,011111111;0,055555556;0,113888889;0,177777778;0,213888889;0,213888889;0,191666667;0,141666667;0,086111111;0,019444444;0;0;0;0;0;0;0;1,225
III;0;0;0;0;0;0;0,033333333;0,155555556;0,297222222;0,438888889;0,533333333;0,588888889;0,588888889;0,525;0,425;0,297222222;0,163888889;0,041666667;0;0;0;0;0;0;4,088888889;;III;0;0;0;0;0;0;0,005555556;0,055555556;0,136111111;0,230555556;0,3;0,338888889;0,338888889;0,3;0,233333333;0,152777778;0,066666667;0,011111111;0;0;0;0;0;0;2,169444444
IV;0;0;0;0;0;0,013888889;0,102777778;0,255555556;0,419444444;0,561111111;0,647222222;0,688888889;0,680555556;0,611111111;0,502777778;0,375;0,241666667;0,113888889;0,013888889;0;0;0;0;0;5,227777778;;IV;0;0;0;0;0;0;0,030555556;0,122222222;0,236111111;0,333333333;0,391666667;0,419444444;0,411111111;0,355555556;0,275;0,191666667;0,1;0,027777778;0;0;0;0;0;0;2,894444444
V;0;0;0;0;0;0,055555556;0,186111111;0,355555556;0,533333333;0,675;0,758333333;0,802777778;0,791666667;0,711111111;0,575;0,438888889;0,297222222;0,163888889;0,05;0;0;0;0;0;6,394444444;;V;0;0;0;0;0;0,016666667;0,094444444;0,222222222;0,355555556;0,469444444;0,527777778;0,561111111;0,55;0,477777778;0,361111111;0,247222222;0,141666667;0,063888889;0,008333333;0;0;0;0;0;4,097222222
VI;0;0;0;0;0,005555556;0,088888889;0,241666667;0,419444444;0,602777778;0,758333333;0,866666667;0,916666667;0,908333333;0,827777778;0,688888889;0,538888889;0,369444444;0,208333333;0,075;0,005555556;0;0;0;0;7,522222222;;VI;0;0;0;0;0;0,038888889;0,15;0,288888889;0,447222222;0,580555556;0,688888889;0,738888889;0,730555556;0,65;0,519444444;0,383333333;0,233333333;0,108333333;0,022222222;0;0;0;0;0;5,580555556
VII;0;0;0;0;0,002777778;0,086111111;0,233333333;0,411111111;0,588888889;0,744444444;0,861111111;0,930555556;0,930555556;0,852777778;0,725;0,577777778;0,391666667;0,213888889;0,063888889;0,002777778;0;0;0;0;7,616666667;;VII;0;0;0;0;0;0,030555556;0,130555556;0,269444444;0,425;0,566666667;0,683333333;0,761111111;0,761111111;0,683333333;0,561111111;0,422222222;0,263888889;0,116666667;0,019444444;0;0;0;0;0;5,694444444
VIII;0;0;0;0;0;0,036111111;0,169444444;0,361111111;0,547222222;0,702777778;0,808333333;0,866666667;0,866666667;0,794444444;0,675;0,522222222;0,341666667;0,166666667;0,030555556;0;0;0;0;0;6,888888889;;VIII;0;0;0;0;0;0,005555556;0,083333333;0,227777778;0,383333333;0,525;0,630555556;0,688888889;0,688888889;0,625;0,519444444;0,380555556;0,222222222;0,080555556;0,002777778;0;0;0;0;0;5,063888889
IX;0;0;0;0;0;0;0,086111111;0,247222222;0,425;0,597222222;0,711111111;0,775;0,775;0,702777778;0,580555556;0,419444444;0,241666667;0,077777778;0;0;0;0;0;0;5,638888889;;IX;0;0;0;0;0;0;0,030555556;0,147222222;0,297222222;0,447222222;0,561111111;0,625;0,625;0,561111111;0,447222222;0,302777778;0,155555556;0,036111111;0;0;0;0;0;0;4,236111111
X;0;0;0;0;0;0;0,013888889;0,125;0,269444444;0,425;0,536111111;0,588888889;0,588888889;0,536111111;0,425;0,283333333;0,127777778;0,016666667;0;0;0;0;0;0;3,936111111;;X;0;0;0;0;0;0;0;0,052777778;0,155555556;0,275;0,372222222;0,419444444;0,419444444;0,380555556;0,291666667;0,177777778;0,063888889;0,002777778;0;0;0;0;0;0;2,611111111
XI;0;0;0;0;0;0;0;0,047222222;0,15;0,269444444;0,375;0,433333333;0,433333333;0,375;0,283333333;0,163888889;0,05;0;0;0;0;0;0;0;2,580555556;;XI;0;0;0;0;0;0;0;0,008333333;0,058333333;0,141666667;0,219444444;0,269444444;0,269444444;0,233333333;0,163888889;0,077777778;0,013888889;0;0;0;0;0;0;0;1,455555556
XII;0;0;0;0;0;0;0;0,016666667;0,097222222;0,183333333;0,263888889;0,311111111;0,311111111;0,258333333;0,177777778;0,094444444;0,016666667;0;0;0;0;0;0;0;1,730555556;;XII;0;0;0;0;0;0;0;0;0,025;0,069444444;0,122222222;0,155555556;0,155555556;0,122222222;0,075;0,030555556;0;0;0;0;0;0;0;0;0,755555556
